Person,Time (Chinese),Start Time,End Time,Place,Event
Shenyan 神宴,,0911-02-01,0912-02-01,Fuzhou 福州,
Shenyan 神宴,,0912-02-01,0913-02-01,Fuzhou 福州,
Shenyan 神宴,,0913-02-01,0914-02-01,Fuzhou 福州,
Shenyan 神宴,,0914-02-01,0915-02-01,Fuzhou 福州,
Shenyan 神宴,,0915-02-01,0916-02-01,Fuzhou 福州,
Shenyan 神宴,,0916-02-01,0917-02-01,Fuzhou 福州,
Shenyan 神宴,,0917-02-01,0918-02-01,Fuzhou 福州,
Shenyan 神宴,,0918-02-01,0919-02-01,Fuzhou 福州,
Shenyan 神宴,,0919-02-01,0920-02-01,Fuzhou 福州,
Shenyan 神宴,,0920-02-01,0921-02-01,Fuzhou 福州,
Shenyan 神宴,,0921-02-01,0922-02-01,Fuzhou 福州,
Shenyan 神宴,,0922-02-01,0923-02-01,Fuzhou 福州,
Shenyan 神宴,,0923-02-01,0924-02-01,Fuzhou 福州,
Shenyan 神宴,,0924-02-01,0925-02-01,Fuzhou 福州,
Shenyan 神宴,,0925-02-01,0926-02-01,Fuzhou 福州,
Shenyan 神宴,,0926-02-01,0927-02-01,Fuzhou 福州,
Shenyan 神宴,,0927-02-01,0928-02-01,Fuzhou 福州,
Shenyan 神宴,,0928-02-01,0929-02-01,Fuzhou 福州,
Shenyan 神宴,,0929-02-01,0930-02-01,Fuzhou 福州,
Shenyan 神宴,,0930-02-01,0931-02-01,Fuzhou 福州,
Shenyan 神宴,,0931-02-01,0932-02-01,Fuzhou 福州,
Shenyan 神宴,,0932-02-01,0933-02-01,Fuzhou 福州,
Shenyan 神宴,,0933-02-01,0934-02-01,Fuzhou 福州,
Shenyan 神宴,,0934-02-01,0935-02-01,Fuzhou 福州,
Shenyan 神宴,,0935-02-01,0936-02-01,Fuzhou 福州,
Shenyan 神宴,,0936-02-01,0937-02-01,Fuzhou 福州,
Shenyan 神宴,,0937-02-01,0938-02-01,Fuzhou 福州,
Shenyan 神宴,,0938-02-01,0939-02-01,Fuzhou 福州,
Shenyan 神宴,,0939-02-01,0940-02-10,Fuzhou 福州,
Shenyan 神宴,天福4,0940-02-10,0940-02-10,Fuzhou 福州,dies on Mt. Gu
Tanyu 曇域,,0871-02-01,0872-02-01,Yangzhou 揚州,
Tanyu 曇域,,0872-02-01,0873-02-01,Yangzhou 揚州,
Tanyu 曇域,,0873-02-01,0874-02-01,Yangzhou 揚州,
Tanyu 曇域,,0874-02-01,0875-02-01,Yangzhou 揚州,
Tanyu 曇域,,0875-02-01,0876-02-01,Yangzhou 揚州,
Tanyu 曇域,,0876-02-01,0877-02-01,Yangzhou 揚州,
Tanyu 曇域,,0877-02-01,0878-02-01,Yangzhou 揚州,
Tanyu 曇域,,0878-02-01,0879-02-01,Yangzhou 揚州,
Tanyu 曇域,,0879-02-01,0880-02-01,Yangzhou 揚州,
Tanyu 曇域,,0880-02-01,0881-02-01,Yangzhou 揚州,
Tanyu 曇域,,0881-02-01,0882-02-01,Yangzhou 揚州,
Tanyu 曇域,,0882-02-01,0883-02-01,Yangzhou 揚州,
Tanyu 曇域,,0883-02-01,0884-02-01,Yangzhou 揚州,
Tanyu 曇域,,0884-02-01,0885-02-01,Yangzhou 揚州,
Tanyu 曇域,,0885-02-01,0886-02-01,Yangzhou 揚州,
Tanyu 曇域,,0886-02-01,0887-02-01,Yangzhou 揚州,
Tanyu 曇域,,0887-02-01,0888-02-01,Yangzhou 揚州,
Tanyu 曇域,,0888-02-01,0889-02-01,Yangzhou 揚州,
Tanyu 曇域,,0889-02-01,0890-02-01,Yangzhou 揚州,
Tanyu 曇域,,0890-02-01,0891-02-01,Yangzhou 揚州,
Tanyu 曇域,,0891-02-01,0892-02-01,Yangzhou 揚州,
Tanyu 曇域,,0892-02-01,0893-02-01,Yangzhou 揚州,
Tanyu 曇域,,0893-02-01,0894-02-01,Yangzhou 揚州,
Tanyu 曇域,,0894-02-01,0895-02-01,Yangzhou 揚州,
Tanyu 曇域,,0895-02-01,0896-02-01,Yangzhou 揚州,
Tanyu 曇域,,0896-02-01,0897-02-01,Yangzhou 揚州,
Tanyu 曇域,,0897-02-01,0898-02-01,Yangzhou 揚州,
Tanyu 曇域,,0898-02-01,0899-02-01,Yangzhou 揚州,
Tanyu 曇域,,0899-02-01,0900-02-01,Yangzhou 揚州,
Tanyu 曇域,,0900-02-01,0901-02-01,Yangzhou 揚州,
Tanyu 曇域,,0901-02-01,0902-02-01,Yangzhou 揚州,
Tanyu 曇域,,0902-02-01,0903-02-01,Yangzhou 揚州,
Tanyu 曇域,,0903-02-01,0904-02-01,Yangzhou 揚州,
Tanyu 曇域,,0904-02-01,0905-02-01,Yangzhou 揚州,
Tanyu 曇域,,0905-02-01,0906-02-01,Yangzhou 揚州,
Tanyu 曇域,,0906-02-01,0907-05-15,Yangzhou 揚州,
Tanyu 曇域,開平1,0907-05-15,0908-02-01,Chengdu 成都,"lives at Longhua Chan Temple 龍華禪院, studying under Guanxiu"
Tanyu 曇域,,0908-02-01,0909-02-01,Chengdu 成都,
Tanyu 曇域,,0909-02-01,0910-02-01,Chengdu 成都,
Tanyu 曇域,,0910-02-01,0911-02-01,Chengdu 成都,
Tanyu 曇域,,0911-02-01,0912-07-17,Chengdu 成都,
Tanyu 曇域,乾化2,0912-07-17,0913-04-01,Chengdu 成都,Guanxiu asks him to write preface to his poetry collection
Tanyu 曇域,乾化3三月,0913-04-01,0914-02-01,Chengdu 成都,writes about Wang Jian building White Lotus Pagoda for Guanxiu
Tanyu 曇域,,0914-02-01,0915-02-01,Chengdu 成都,
Tanyu 曇域,,0915-02-01,0916-02-01,Chengdu 成都,
Tanyu 曇域,,0916-02-01,0917-02-01,Chengdu 成都,
Tanyu 曇域,,0917-02-01,0918-02-01,Chengdu 成都,
Tanyu 曇域,,0918-02-01,0919-02-01,Chengdu 成都,
Tanyu 曇域,,0919-02-01,0920-02-01,Chengdu 成都,
Tanyu 曇域,,0920-02-01,0921-06-09,Chengdu 成都,
Tanyu 曇域,龍德1,0921-06-09,0922-02-01,Chengdu 成都,"still at Longhua Chan Temple, exchanges poems with Qiji"
Tanyu 曇域,,0922-02-01,0923-02-01,Chengdu 成都,
Tanyu 曇域,,0923-02-01,0924-01-23,Chengdu 成都,
Tanyu 曇域,乾德5十二月十五日,0924-01-23,0924-01-23,Chengdu 成都,writes preface to printed edition of Guanxiu's poems
Taoguang 韜光,,0801-02-01,0802-02-01,Shu 蜀,
Taoguang 韜光,,0802-02-01,0803-02-01,Shu 蜀,
Taoguang 韜光,,0803-02-01,0804-02-01,Shu 蜀,
Taoguang 韜光,,0804-02-01,0805-02-01,Shu 蜀,
Taoguang 韜光,,0805-02-01,0806-02-01,Shu 蜀,
Taoguang 韜光,,0806-02-01,0807-02-01,Shu 蜀,
Taoguang 韜光,,0807-02-01,0808-02-01,Shu 蜀,
Taoguang 韜光,,0808-02-01,0809-02-01,Shu 蜀,
Taoguang 韜光,,0809-02-01,0810-02-01,Shu 蜀,
Taoguang 韜光,,0810-02-01,0811-02-01,Shu 蜀,
Taoguang 韜光,,0811-02-01,0812-02-01,Shu 蜀,
Taoguang 韜光,,0812-02-01,0813-02-01,Shu 蜀,
Taoguang 韜光,,0813-02-01,0814-02-01,Shu 蜀,
Taoguang 韜光,,0814-02-01,0815-02-01,Shu 蜀,
Taoguang 韜光,,0815-02-01,0816-02-01,Shu 蜀,
Taoguang 韜光,,0816-02-01,0817-02-01,Shu 蜀,
Taoguang 韜光,,0817-02-01,0818-02-01,Shu 蜀,
Taoguang 韜光,,0818-02-01,0819-02-01,Shu 蜀,
Taoguang 韜光,,0819-02-01,0820-02-20,Shu 蜀,
Taoguang 韜光,穆宗,0820-02-20,0821-02-01,Hangzhou 杭州,"At Lingyin Temple 靈隱寺, communication with Bai Juyi"
Taoguang 韜光,,0821-02-01,0822-02-01,Hangzhou 杭州,
Taoguang 韜光,,0822-02-01,0823-02-01,Hangzhou 杭州,
Taoguang 韜光,,0823-02-01,0824-02-29,Hangzhou 杭州,
Taoguang 韜光,,0824-02-29,0824-02-29,Hangzhou 杭州,
Wenxiu 文秀,昭宗,0888-04-22,0889-02-01,Jiangnan 江南,from here
Wenxiu 文秀,,0889-02-01,0890-02-01,Jiangnan 江南,
Wenxiu 文秀,,0890-02-01,0891-02-01,Jiangnan 江南,
Wenxiu 文秀,,0891-02-01,0892-02-01,Jiangnan 江南,
Wenxiu 文秀,,0892-02-01,0893-02-01,Jiangnan 江南,
Wenxiu 文秀,,0893-02-01,0894-02-01,Jiangnan 江南,
Wenxiu 文秀,,0894-02-01,0895-01-01,Jiangnan 江南,
Wenxiu 文秀,昭宗,0895-01-01,0896-02-01,Chang'an 長安,meets Zheng Gu at some point
Wenxiu 文秀,,0896-02-01,0897-02-01,Chang'an 長安,
Wenxiu 文秀,,0897-02-01,0898-02-01,Chang'an 長安,
Wenxiu 文秀,,0898-02-01,0899-02-01,Chang'an 長安,
Wenxiu 文秀,,0899-02-01,0900-02-01,Chang'an 長安,
Wenxiu 文秀,,0900-02-01,0901-02-01,Chang'an 長安,
Wenxiu 文秀,,0901-02-01,0902-02-01,Chang'an 長安,
Wenxiu 文秀,,0902-02-01,0903-02-01,Chang'an 長安,
Wenxiu 文秀,,0903-02-01,0904-09-26,Chang'an 長安,
Wenxiu 文秀,,0904-09-26,0904-09-26,Chang'an 長安,
Wenyi 文益,乾寧1,0894-02-10,0895-02-10,Yuezhou 越州,takes orders at Kaiyuan Temple 開元寺 at age 9 sui
Wenyi 文益,,0895-02-10,0896-02-10,Yuezhou 越州,
Wenyi 文益,,0896-02-10,0897-02-10,Yuezhou 越州,
Wenyi 文益,,0897-02-10,0898-02-10,Yuezhou 越州,
Wenyi 文益,,0898-02-10,0899-02-10,Yuezhou 越州,
Wenyi 文益,,0899-02-10,0900-02-10,Yuezhou 越州,
Wenyi 文益,,0900-02-10,0901-02-10,Yuezhou 越州,
Wenyi 文益,,0901-02-10,0902-02-10,Yuezhou 越州,
Wenyi 文益,,0902-02-10,0903-02-10,Yuezhou 越州,
Wenyi 文益,,0903-02-10,0904-02-10,Yuezhou 越州,
Wenyi 文益,,0904-02-10,0905-02-10,Yuezhou 越州,
Wenyi 文益,,0905-02-10,0906-02-10,Yuezhou 越州,
Wenyi 文益,,0906-02-10,0907-05-15,Yuezhou 越州,
Wenyi 文益,開平1,0907-05-15,0908-02-10,Mingzhou 明州,studying at Yuwang Temple 育王寺
Wenyi 文益,,0908-02-10,0909-02-10,Mingzhou 明州,
Wenyi 文益,,0909-02-10,0910-02-10,Mingzhou 明州,
Wenyi 文益,,0910-02-10,0911-02-10,Mingzhou 明州,
Wenyi 文益,,0911-02-10,0912-02-10,Mingzhou 明州,
Wenyi 文益,,0912-02-10,0913-02-10,Mingzhou 明州,
Wenyi 文益,,0913-02-10,0914-02-10,Mingzhou 明州,
Wenyi 文益,,0914-02-10,0915-02-10,Mingzhou 明州,
Wenyi 文益,,0915-02-10,0916-02-10,Mingzhou 明州,
Wenyi 文益,,0916-02-10,0917-02-10,Mingzhou 明州,
Wenyi 文益,,0917-02-10,0918-02-10,Mingzhou 明州,
Wenyi 文益,,0918-02-10,0919-02-10,Mingzhou 明州,
Wenyi 文益,,0919-02-10,0920-02-10,Mingzhou 明州,
Wenyi 文益,,0920-02-10,0921-02-10,Mingzhou 明州,
Wenyi 文益,,0921-02-10,0922-02-10,Mingzhou 明州,
Wenyi 文益,,0922-02-10,0923-02-10,Mingzhou 明州,
Wenyi 文益,,0923-02-10,0924-02-10,Mingzhou 明州,
Wenyi 文益,,0924-02-10,0925-02-10,Mingzhou 明州,
Wenyi 文益,,0925-02-10,0926-02-10,Mingzhou 明州,
Wenyi 文益,,0926-02-10,0927-02-10,Mingzhou 明州,
Wenyi 文益,,0927-02-10,0928-01-26,Mingzhou 明州,
Wenyi 文益,天成3,0928-01-26,0928-05-04,Minzhong 閩中,travels here
Wenyi 文益,天成3,0928-05-04,0929-02-10,Linchuan 臨川,lives here at Chongshou Temple 崇壽寺
Wenyi 文益,,0929-02-10,0930-02-10,Linchuan 臨川,
Wenyi 文益,,0930-02-10,0931-02-10,Linchuan 臨川,
Wenyi 文益,,0931-02-10,0932-02-10,Linchuan 臨川,
Wenyi 文益,,0932-02-10,0933-02-10,Linchuan 臨川,
Wenyi 文益,,0933-02-10,0934-02-10,Linchuan 臨川,
Wenyi 文益,,0934-02-10,0935-02-10,Linchuan 臨川,
Wenyi 文益,,0935-02-10,0936-02-10,Linchuan 臨川,
Wenyi 文益,,0936-02-10,0937-02-13,Linchuan 臨川,
Wenyi 文益,天福2,0937-02-13,0938-02-10,Jinling 金陵,"invited by Southern Tang emperor to Bao'en Temple 報恩寺, then goes to Qingliang Temple 清涼院"
Wenyi 文益,,0938-02-10,0939-02-10,Jinling 金陵,
Wenyi 文益,,0939-02-10,0940-02-10,Jinling 金陵,
Wenyi 文益,,0940-02-10,0941-02-10,Jinling 金陵,
Wenyi 文益,,0941-02-10,0942-02-10,Jinling 金陵,
Wenyi 文益,,0942-02-10,0943-02-10,Jinling 金陵,
Wenyi 文益,,0943-02-10,0944-02-10,Jinling 金陵,
Wenyi 文益,,0944-02-10,0945-02-10,Jinling 金陵,
Wenyi 文益,,0945-02-10,0946-02-10,Jinling 金陵,
Wenyi 文益,,0946-02-10,0947-02-10,Jinling 金陵,
Wenyi 文益,,0947-02-10,0948-02-10,Jinling 金陵,
Wenyi 文益,,0948-02-10,0949-02-10,Jinling 金陵,
Wenyi 文益,,0949-02-10,0950-02-10,Jinling 金陵,
Wenyi 文益,,0950-02-10,0951-02-10,Jinling 金陵,
Wenyi 文益,,0951-02-10,0952-02-10,Jinling 金陵,
Wenyi 文益,,0952-02-10,0953-02-10,Jinling 金陵,
Wenyi 文益,,0953-02-10,0954-02-06,Jinling 金陵,
Wenyi 文益,顯德1,0954-02-06,0955-02-10,Jinling 金陵,writes poem satirizing Southern Tang ruler
Wenyi 文益,,0955-02-10,0956-02-10,Jinling 金陵,
Wenyi 文益,,0956-02-10,0957-02-10,Jinling 金陵,
Wenyi 文益,,0957-02-10,0958-08-22,Jinling 金陵,
Wenyi 文益,顯德5閏月五日,0958-08-22,0958-08-22,Jinling 金陵,dies at Qingliang Temple 清涼院
Wenyu 文彧,開運2,0945-02-15,0946-02-04,Min 閩,exchanges poem with Chen Wenliang 陳文亮 around this time
Wuke 無可,長慶3 Autumn,0823-09-22,0823-12-01,Wannian 萬年,"meets at home of Yao He with Zhu Qingyu, Gu Feixiong, Jia Dao"
Wuke 無可,長慶3,0823-12-01,0824-02-01,Wannian 萬年,writes poem seeing off Han Xiang
Wuke 無可,,0824-02-01,0825-02-01,Wannian 萬年,
Wuke 無可,,0825-02-01,0826-10-05,Wannian 萬年,
Wuke 無可,寶歷2九月,0826-10-05,0827-02-01,Chang'an 長安,exchanges poemsm with Yao He
Wuke 無可,,0827-02-01,0828-10-13,Chang'an 長安,
Wuke 無可,太和2 Autumn,0828-10-13,0829-01-09,Chang'an 長安,sends poem to monk Lixuan
Wuke 無可,太和2十二月,0829-01-09,0830-03-21,Chang'an 長安,visits Yao He at home
Wuke 無可,太和4 Spring,0830-03-21,0831-02-01,Chang'an 長安,at Yao He's home
Wuke 無可,,0831-02-01,0832-09-21,Chang'an 長安,
Wuke 無可,太和6 Autumn,0832-09-21,0833-07-21,Jinzhou 金州,visited by Yao on his way to his post in Jinzhou
Wuke 無可,太和7 Late Summer,0833-07-21,0834-12-21,Jinzhou 金州,visits Yao He here
Wuke 無可,太和8 Winter,0834-12-21,0835-02-01,Chang'an 長安,he and Yao He write poem seeing off literatus
Wuke 無可,,0835-02-01,0836-12-21,Chang'an 長安,
Wuke 無可,開成1 Winter,0836-12-21,0836-12-31,Chang'an 長安,he and Yao He write poem seeing off monk
Wuke 無可,開成1 Winter,0836-12-31,0837-02-01,Chang'an 長安,writes poem for Cai Jing
Wuke 無可,,0837-02-01,0838-02-01,Chang'an 長安,
Wuke 無可,,0838-02-01,0839-09-01,Chang'an 長安,
Wuke 無可,開成4八月,0839-09-01,0840-02-07,Chang'an 長安,writes poem seeing off Yao He
Wuke 無可,開成5,0840-02-07,0841-01-27,Chang'an 長安,exchanges poetry with Pei Yi
Wuke 無可,會昌1,0841-01-27,0842-07-12,Chang'an 長安,writes poem seeing off Yu Fu
Wuke 無可,會昌2 summer,0842-07-12,0843-08-27,Chang'an 長安,writes poem seeing off Tian Qun
Wuke 無可,會昌3七月二十八日,0843-08-27,0843-09-10,Chang'an 長安,writes poem mourning Jia Dao
Wuke 無可,會昌 Late Summer,0843-09-10,0843-09-10,Chang'an 長安,exchanges poems with Duan Chengshi; little trace of him afterward
Xiumu 修睦,光化2,0899-02-14,0900-02-01,Hongzhou 洪州,"made Samgha Rectifier of Hongzhou around this time, exchanges with Guanxiu, Chumo, Qichan"
Xiumu 修睦,,0900-02-01,0901-02-01,Hongzhou 洪州,
Xiumu 修睦,,0901-02-01,0902-02-01,Hongzhou 洪州,
Xiumu 修睦,,0902-02-01,0903-02-01,Hongzhou 洪州,
Xiumu 修睦,,0903-02-01,0904-02-01,Hongzhou 洪州,
Xiumu 修睦,,0904-02-01,0905-02-01,Hongzhou 洪州,
Xiumu 修睦,,0905-02-01,0906-02-01,Hongzhou 洪州,
Xiumu 修睦,,0906-02-01,0907-05-15,Hongzhou 洪州,
Xiumu 修睦,開平1,0907-05-15,0908-02-01,Mt. Lu 廬山,lives here as Samgha Rectifier
Xiumu 修睦,,0908-02-01,0909-02-01,Mt. Lu 廬山,
Xiumu 修睦,,0909-02-01,0910-02-01,Mt. Lu 廬山,
Xiumu 修睦,,0910-02-01,0911-02-01,Mt. Lu 廬山,
Xiumu 修睦,,0911-02-01,0912-02-01,Mt. Lu 廬山,
Xiumu 修睦,,0912-02-01,0913-02-09,Mt. Lu 廬山,
Xiumu 修睦,乾化3,0913-02-09,0914-02-01,Mt. Lu 廬山,Li Xianyong writes poem praising him around this time
Xiumu 修睦,,0914-02-01,0915-12-09,Mt. Lu 廬山,
Xiumu 修睦,貞明1,0915-12-09,0916-02-01,Mt. Lu 廬山,Qiji writes poem to him
Xiumu 修睦,,0916-02-01,0917-02-01,Mt. Lu 廬山,
Xiumu 修睦,,0917-02-01,0918-02-01,Mt. Lu 廬山,
Xiumu 修睦,,0918-02-01,0919-02-01,Mt. Lu 廬山,
Xiumu 修睦,,0919-02-01,0920-06-01,Mt. Lu 廬山,
Xiumu 修睦,貞明6,0920-06-01,0920-12-01,Jinling 金陵,Qiji writes poem sending him off
Xiumu 修睦,貞明6,0920-12-01,0921-02-01,Mt. Lu 廬山,goes back to being Samgha Rectifier at Mt. Lu
Xiumu 修睦,,0921-02-01,0922-02-01,Mt. Lu 廬山,
Xiumu 修睦,,0922-02-01,0923-02-01,Mt. Lu 廬山,
Xiumu 修睦,,0923-02-01,0924-02-01,Mt. Lu 廬山,
Xiumu 修睦,,0924-02-01,0925-02-01,Mt. Lu 廬山,
Xiumu 修睦,,0925-02-01,0926-02-01,Mt. Lu 廬山,
Xiumu 修睦,,0926-02-01,0927-02-01,Mt. Lu 廬山,
Xiumu 修睦,,0927-02-01,0928-02-01,Mt. Lu 廬山,
Xiumu 修睦,,0928-02-01,0929-02-12,Mt. Lu 廬山,
Xiumu 修睦,,0929-02-12,0929-02-12,Mt. Lu 廬山,probably dies around 928 or 929 (天成3)
Xuzhong 虛中,?,0877-03-01,0878-02-01,Mt. Yusi 玉笥山,lives here for some 20 years
Xuzhong 虛中,,0878-02-01,0879-02-01,Mt. Yusi 玉笥山,
Xuzhong 虛中,,0879-02-01,0880-02-01,Mt. Yusi 玉笥山,
Xuzhong 虛中,,0880-02-01,0881-02-01,Mt. Yusi 玉笥山,
Xuzhong 虛中,,0881-02-01,0882-02-01,Mt. Yusi 玉笥山,
Xuzhong 虛中,,0882-02-01,0883-02-01,Mt. Yusi 玉笥山,
Xuzhong 虛中,,0883-02-01,0884-02-01,Mt. Yusi 玉笥山,
Xuzhong 虛中,,0884-02-01,0885-02-01,Mt. Yusi 玉笥山,
Xuzhong 虛中,,0885-02-01,0886-02-01,Mt. Yusi 玉笥山,
Xuzhong 虛中,,0886-02-01,0887-02-01,Mt. Yusi 玉笥山,
Xuzhong 虛中,,0887-02-01,0888-02-01,Mt. Yusi 玉笥山,
Xuzhong 虛中,,0888-02-01,0889-02-01,Mt. Yusi 玉笥山,
Xuzhong 虛中,,0889-02-01,0890-02-01,Mt. Yusi 玉笥山,
Xuzhong 虛中,,0890-02-01,0891-02-01,Mt. Yusi 玉笥山,
Xuzhong 虛中,,0891-02-01,0892-02-01,Mt. Yusi 玉笥山,
Xuzhong 虛中,,0892-02-01,0893-02-01,Mt. Yusi 玉笥山,
Xuzhong 虛中,,0893-02-01,0894-02-01,Mt. Yusi 玉笥山,
Xuzhong 虛中,,0894-02-01,0895-02-01,Mt. Yusi 玉笥山,
Xuzhong 虛中,,0895-02-01,0896-02-01,Mt. Yusi 玉笥山,
Xuzhong 虛中,,0896-02-01,0897-11-28,Mt. Yusi 玉笥山,
Xuzhong 虛中,乾寧4十一月,0897-11-28,0898-02-01,Huayin 華陰,exchanges poems with Sikong Tu
Xuzhong 虛中,,0898-02-01,0899-02-01,Huayin 華陰,
Xuzhong 虛中,,0899-02-01,0900-02-01,Huayin 華陰,
Xuzhong 虛中,,0900-02-01,0901-02-01,Huayin 華陰,
Xuzhong 虛中,,0901-02-01,0902-02-01,Huayin 華陰,
Xuzhong 虛中,,0902-02-01,0903-02-01,Huayin 華陰,
Xuzhong 虛中,,0903-02-01,0904-05-18,Huayin 華陰,
Xuzhong 虛中,天裕1,0904-05-18,0905-02-01,Huayin 華陰,compiles poetry manual with Qiji and Zheng Gu
Xuzhong 虛中,,0905-02-01,0906-02-01,Huayin 華陰,
Xuzhong 虛中,,0906-02-01,0907-05-15,Huayin 華陰,
Xuzhong 虛中,開平1,0907-05-15,0908-02-05,Xiang 湘,travels around this area
Xuzhong 虛中,開平2,0908-02-05,0909-02-01,Mt. Lu 廬山,studies under Chen Hang 陳沆
Xuzhong 虛中,,0909-02-01,0910-02-01,Mt. Lu 廬山,
Xuzhong 虛中,,0910-02-01,0911-02-01,Mt. Lu 廬山,
Xuzhong 虛中,,0911-02-01,0912-02-01,Mt. Lu 廬山,
Xuzhong 虛中,,0912-02-01,0913-02-01,Mt. Lu 廬山,
Xuzhong 虛中,,0913-02-01,0914-02-01,Mt. Lu 廬山,
Xuzhong 虛中,,0914-02-01,0915-02-01,Mt. Lu 廬山,
Xuzhong 虛中,,0915-02-01,0916-02-01,Mt. Lu 廬山,
Xuzhong 虛中,,0916-02-01,0917-02-01,Mt. Lu 廬山,
Xuzhong 虛中,,0917-02-01,0918-02-01,Mt. Lu 廬山,
Xuzhong 虛中,,0918-02-01,0919-02-01,Mt. Lu 廬山,
Xuzhong 虛中,,0919-02-01,0920-02-01,Mt. Lu 廬山,
Xuzhong 虛中,,0920-02-01,0921-06-09,Mt. Lu 廬山,
Xuzhong 虛中,龍德1,0921-06-09,0922-02-01,Changsha 長沙,Living at Zongcheng Temple 宗成寺
Xuzhong 虛中,,0922-02-01,0923-02-01,Changsha 長沙,
Xuzhong 虛中,,0923-02-01,0924-02-01,Changsha 長沙,
Xuzhong 虛中,,0924-02-01,0925-02-01,Changsha 長沙,
Xuzhong 虛中,,0925-02-01,0926-02-01,Changsha 長沙,
Xuzhong 虛中,,0926-02-01,0927-02-01,Changsha 長沙,
Xuzhong 虛中,,0927-02-01,0928-02-01,Changsha 長沙,
Xuzhong 虛中,,0928-02-01,0929-02-01,Changsha 長沙,
Xuzhong 虛中,,0929-02-01,0930-02-01,Changsha 長沙,
Xuzhong 虛中,,0930-02-01,0931-02-01,Changsha 長沙,
Xuzhong 虛中,,0931-02-01,0932-02-01,Changsha 長沙,
Xuzhong 虛中,,0932-02-01,0933-02-01,Changsha 長沙,
Xuzhong 虛中,,0933-02-01,0934-02-01,Changsha 長沙,
Xuzhong 虛中,,0934-02-01,0935-02-06,Changsha 長沙,
Xuzhong 虛中,清泰2,0935-02-06,0936-02-01,Changsha 長沙,"Living at Zongcheng Temple 宗成寺, exchanges poems with Ma Xizhen"
Xuzhong 虛中,,0936-02-01,0937-02-01,Changsha 長沙,
Xuzhong 虛中,,0937-02-01,0938-02-02,Changsha 長沙,
Xuzhong 虛中,天福3,0938-02-02,0938-02-02,Changsha 長沙,"living at Daolin Temple 道林寺, many exchange poems with Qiji over the years"
Yaqi 亞棲,?,0900-01-01,0901-02-01,Jianyang 建陽,sought by Weng Chengzan here in 904
Yaqi 亞棲,,0901-02-01,0902-02-01,Jianyang 建陽,
Yaqi 亞棲,,0902-02-01,0903-02-01,Jianyang 建陽,
Yaqi 亞棲,,0903-02-01,0904-02-01,Jianyang 建陽,
Yaqi 亞棲,,0904-02-01,0905-02-01,Jianyang 建陽,
Yaqi 亞棲,,0905-02-01,0906-02-01,Jianyang 建陽,
Yaqi 亞棲,,0906-02-01,0907-02-01,Jianyang 建陽,
Yaqi 亞棲,,0907-02-01,0908-02-01,Jianyang 建陽,
Yaqi 亞棲,,0908-02-01,0909-02-01,Jianyang 建陽,
Yaqi 亞棲,,0909-02-01,0910-12-01,Jianyang 建陽,
Yaqi 亞棲,,0910-12-01,0910-12-01,Jianyang 建陽,
Yinluan 隱巒,,0861-02-01,0862-02-01,Mt. Lu 廬山,
Yinluan 隱巒,,0862-02-01,0863-02-01,Mt. Lu 廬山,
Yinluan 隱巒,,0863-02-01,0864-02-01,Mt. Lu 廬山,
Yinluan 隱巒,,0864-02-01,0865-02-01,Mt. Lu 廬山,
Yinluan 隱巒,,0865-02-01,0866-02-01,Mt. Lu 廬山,
Yinluan 隱巒,,0866-02-01,0867-02-01,Mt. Lu 廬山,
Yinluan 隱巒,,0867-02-01,0868-02-01,Mt. Lu 廬山,
Yinluan 隱巒,,0868-02-01,0869-02-01,Mt. Lu 廬山,
Yinluan 隱巒,,0869-02-01,0870-02-01,Mt. Lu 廬山,
Yinluan 隱巒,,0870-02-01,0871-02-01,Mt. Lu 廬山,
Yinluan 隱巒,,0871-02-01,0872-02-01,Mt. Lu 廬山,
Yinluan 隱巒,,0872-02-01,0873-02-01,Mt. Lu 廬山,
Yinluan 隱巒,,0873-02-01,0874-02-01,Mt. Lu 廬山,
Yinluan 隱巒,,0874-02-01,0875-02-01,Mt. Lu 廬山,
Yinluan 隱巒,,0875-02-01,0876-02-01,Mt. Lu 廬山,
Yinluan 隱巒,,0876-02-01,0877-02-01,Mt. Lu 廬山,
Yinluan 隱巒,,0877-02-01,0878-02-01,Mt. Lu 廬山,
Yinluan 隱巒,,0878-02-01,0879-02-01,Mt. Lu 廬山,
Yinluan 隱巒,,0879-02-01,0880-02-01,Mt. Lu 廬山,
Yinluan 隱巒,,0880-02-01,0881-02-01,Mt. Lu 廬山,
Yinluan 隱巒,,0881-02-01,0882-02-01,Mt. Lu 廬山,
Yinluan 隱巒,,0882-02-01,0883-02-01,Mt. Lu 廬山,
Yinluan 隱巒,,0883-02-01,0884-02-01,Mt. Lu 廬山,
Yinluan 隱巒,,0884-02-01,0885-02-01,Mt. Lu 廬山,
Yinluan 隱巒,,0885-02-01,0886-02-01,Mt. Lu 廬山,
Yinluan 隱巒,,0886-02-01,0887-02-01,Mt. Lu 廬山,
Yinluan 隱巒,,0887-02-01,0888-02-01,Mt. Lu 廬山,
Yinluan 隱巒,,0888-02-01,0889-02-01,Mt. Lu 廬山,
Yinluan 隱巒,,0889-02-01,0890-02-01,Mt. Lu 廬山,
Yinluan 隱巒,,0890-02-01,0891-02-01,Mt. Lu 廬山,
Yinluan 隱巒,,0891-02-01,0892-02-01,Mt. Lu 廬山,
